0.9959441,-0.8167349,0.321183,-0.7518787,-0.63520116,1.0620611,-0.71355027,0.7270413,-0.65152276,-2.0281785,0.2461155,-3.01866,3.0284028,0.69127643,-1.109008,-0.2585507,-2.7328377,-1.1368909,-4.664735,2.4690948
0.6456422,1.3898958,0.021869335,-2.1886613,-7.945239,1.6194218,-4.0728416,2.3073492,4.7337966,-2.271377,-5.476318,-8.298275,-4.327863,-0.92741776,0.17585224,-3.282376,-5.4485245,-7.1433644,-3.0829306,-3.8203907
-3.310519,-2.2638729,-0.84733516,-0.68582976,0.46616152,0.36989838,1.1437348,0.13996613,-1.3056746,-0.56346214,-1.894921,-3.0213668,-1.0972466,-2.5567796,-3.6475492,-3.9104288,-3.8620625,-4.1934566,-4.1151147,-6.1733775
-0.97796834,2.979747,2.456903,-0.5172163,-1.3812305,-1.684512,1.7826853,-2.1829896,-0.21840394,-4.3894677,-6.9600234,6.7061167,0.8444047,-4.0936446,-4.0416365,-2.72269,-1.0916076,-1.3527691,-2.9226933,-7.7196937
-1.5778182,-1.2505553,-1.1084034,5.678499,2.4289076,0.2554821,3.433072,-0.85798126,3.0095599,-2.260756,-2.5163171,-2.7931235,-1.3814938,-1.1342963,-2.5964582,-1.9892184,4.938161,-1.5196598,-0.7322691,-6.389774
0.13886501,-1.0056976,2.154154,0.81730956,0.7803958,-0.5312089,0.86154467,-0.8972871,0.92626333,0.77474445,-2.9269526,-2.158274,0.6266072,-2.5054574,0.2663144,-0.762209,-4.181639,0.10638703,-6.1015105,-4.1147227
-1.857973,0.13055952,1.0446603,-0.44292343,-0.69048214,5.703625,-2.8821783,-2.4364574,-4.7700953,-3.229282,-2.2313657,-3.1563036,-3.8951516,0.2749279,-3.9112241,-3.3310552,-6.885875,-3.5219026,-2.4989772,-7.035344
-1.2009012,0.3179513,-0.6509348,-0.93778265,-0.38257122,0.438003,1.2538682,-0.24241845,0.9225972,1.1173192,-2.054086,-3.238568,-0.7065296,-1.4063078,0.20264435,-1.8789604,-3.7573268,1.9519353,-2.4355643,-3.10552
-0.13343927,1.1570213,1.505817,0.8239845,-0.31359884,-1.5361356,-0.25143495,-0.67231566,-0.7563804,2.273978,1.1452482,1.2951832,2.1059363,1.3959312,7.171727,0.8232979,1.5340117,-0.02447551,-1.6964239,0.7773376
1.723178,-4.0012245,-12.007089,-10.822798,-5.617046,-6.8691998,-8.2586,-4.4267473,-2.7315402,-4.7232676,-7.899341,2.4369984,-5.8856506,-0.03767487,-1.0957534,-0.01151827,3.4387145,-0.8106158,4.9922705,3.1800365
0.60638446,0.27257308,1.7960398,1.0698129,0.42649984,-0.60874563,-0.804563,-0.56740165,-2.848998,-2.2021842,-2.8815784,-3.9686682,-1.5693492,-4.3219943,-3.4417555,-1.2567579,-7.297815,4.6325755,-2.6620557,-3.5204787
-1.6999462,0.2908677,-3.0547295,-2.286044,-2.6607878,-4.3919225,-4.2786674,2.3923995,-3.1166923,0.7215023,2.9531808,-2.928822,1.7324932,2.9655263,-2.7806587,-2.6221256,0.62237823,1.6735944,6.368091,-2.6008835
-1.8085598,0.8938018,-1.1286784,-1.1610154,0.8494859,1.0359727,0.13786818,1.5349677,1.7439494,-1.8725134,-1.2768244,-2.8469753,-2.180713,-2.2912111,-2.1808672,-2.5446773,-5.068486,-0.6746667,-5.285174,-3.6781156
-0.22379258,-0.28447437,-1.401901,-1.8110155,0.21892941,-3.321151,1.5666034,-1.6056584,-2.8221712,4.9195313,4.233951,-2.7344031,2.9624798,-5.23424,-3.3824496,0.18097985,-3.1182168,-2.3299809,-7.9063926,-1.5671922
-0.4052771,1.5903071,-1.8795733,-0.58316016,-0.82498974,0.7240391,0.8021017,-0.83383733,-3.2142699,-2.6621702,-5.2048497,-7.954417,-5.6217217,-3.4208977,-1.4048959,-3.4330053,-9.339386,-3.4830945,-5.9910016,-0.74306124
-0.5922115,-0.43145767,-0.29765898,0.75393933,-0.68334174,-1.0125813,3.4626756,-1.2625536,-2.3254762,0.6926543,-0.9687611,-4.0065794,1.0728668,0.45681778,0.14343195,0.7694007,-4.971815,5.56974,-7.5264144,-0.29196173
-2.6466725,-0.98006094,-0.98095584,-1.5956353,5.5486116,-1.7838285,-1.6113211,-1.9309198,0.91745394,2.3701856,-1.8226442,-5.6040864,-0.33653867,6.587408,-0.95666355,3.0248678,-10.492691,-0.23644997,-7.358255,-0.50696987
-1.5643076,-0.3829189,-0.26260749,0.9681012,1.8281469,0.29471892,-1.0638638,0.17644615,-0.7270368,-2.2046516,-4.2128015,-2.7079546,-0.8622926,-3.861684,-2.1577673,-2.2440016,-3.34228,-1.0916461,-4.45384,1.8311744
-0.9617665,-0.014714757,1.2150235,0.27601162,3.1730692,0.07118576,1.1174005,-0.59798545,-3.2467697,-1.3333577,-1.7273263,-1.3554659,-0.70921826,-0.3227892,1.7029562,-1.8776872,-0.41326603,-1.1957392,0.05707231,-0.7803967
