1.008128,-0.82161146,0.32003573,-0.7532807,-0.6472015,1.0800678,-0.7222143,0.7178652,-0.6654022,-2.0446663,0.24549174,-3.1255047,2.9836972,0.75099504,-1.3385401,-0.36371455,-2.8048034,-1.1403031,-4.7300467,2.4219728
0.67440546,1.2351266,-0.066172116,-2.3315628,-8.227999,1.767859,-3.7398336,2.39882,4.8024435,-2.2105215,-5.480988,-8.332716,-4.4035106,-1.1462737,-0.065958336,-3.462857,-5.8010564,-7.1854005,-1.3816242,-3.7776868
-3.3109431,-2.2661178,-0.8148087,-0.68741834,0.45831442,0.3588826,1.1346675,0.13970786,-1.3117441,-0.58136994,-1.895871,-3.023095,-1.0993268,-2.5682635,-3.6989436,-3.919279,-3.8763711,-4.199037,-4.107832,-6.1755385
-1.3281915,3.1854894,2.8842535,-1.0213681,-1.5356863,-1.8344071,2.1447506,-2.7945077,-0.3504911,-4.5004,-7.0157995,7.7270527,0.70768714,-3.9275656,-4.958811,-2.8618119,-1.0670121,-1.3594506,-3.4645915,-7.8848486
-1.6066798,-1.4095368,-1.367616,6.281892,2.8993583,0.13244924,3.318486,-0.9702534,3.1682055,-2.3585782,-2.5827858,-2.7464948,-1.80049,-1.2025157,-2.8226058,-2.1702292,5.5063376,-1.522169,-1.4264464,-6.7063174
0.13870665,-1.0127167,2.20817,0.8148266,0.7609934,-0.5787566,0.7763955,-0.90361017,0.90550256,0.7644774,-2.927177,-2.1483634,0.6265681,-2.5053859,0.24673885,-0.7700821,-4.217375,0.1008223,-6.1273165,-4.2097898
-1.8895031,0.06046331,1.0333505,-0.45372006,-0.7122385,6.475456,-2.978802,-2.5425441,-4.880043,-3.2269866,-2.2653627,-3.1457908,-4.246317,0.56019616,-4.30678,-3.7363346,-7.1666527,-3.5646853,-1.6935685,-7.5082326
-1.2015783,0.31952,-0.6513943,-0.9380616,-0.3821415,0.4376227,1.2518835,-0.24381298,0.9185689,1.1156789,-2.054007,-3.2379909,-0.71074486,-1.399838,0.18186106,-1.8979391,-3.7659893,1.9524627,-2.4633255,-3.115787
-0.13352013,1.1572024,1.5057752,0.8240749,-0.3157439,-1.5396879,-0.26321757,-0.67289037,-0.75725967,2.2817261,1.1529019,1.3009522,2.1162255,1.4061402,7.191303,0.8149711,1.5445356,-0.024981547,-1.7558178,0.76135164
1.5280521,-4.1103625,-12.61169,-11.143382,-5.7014403,-7.531412,-8.544729,-4.562751,-2.6972697,-4.834386,-7.9281297,2.7642372,-6.0154023,0.07452505,-1.2164971,-0.09237894,3.6719518,-0.81868,5.075926,3.2364275
0.63214344,0.25128558,1.8178096,1.0684757,0.40254185,-0.609295,-0.88947916,-0.5782658,-2.8765626,-2.2237453,-2.8929892,-3.9515126,-1.5978075,-4.329086,-3.6295383,-1.3487334,-7.32052,4.6982923,-2.6561499,-3.9274101
-1.969998,0.3136897,-3.66865,-2.1607146,-3.0412924,-4.0758705,-4.257939,2.61971,-3.2560256,0.22048785,3.5349495,-3.043558,1.7263358,2.9268837,-3.1939876,-2.760795,0.7493489,1.6119277,6.7808757,-2.9212625
-1.811932,0.9135663,-1.1332533,-1.1627989,0.8531781,1.0261817,0.1337223,1.5268915,1.7279329,-1.8860785,-1.277522,-2.8588486,-2.2849352,-2.3108385,-2.1809356,-2.5822563,-5.104043,-0.6786458,-5.2736306,-3.7052238
-0.1899258,-0.30116615,-1.4439594,-2.0212407,0.24964297,-3.3462665,1.7824241,-1.6516955,-2.8258252,4.867261,4.504336,-2.6567967,3.0123289,-5.278923,-3.4001431,0.04096968,-2.8990822,-2.3230345,-7.9572487,-2.2057796
